Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Kokkinis A., Miglionico A.","56196621700;57192091295;","Banking law: Private transactions and regulatory frameworks",2021,"Banking Law: Private Transactions and Regulatory Frameworks",,,,"1","398",,,"10.4324/9781003133636","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109240314&doi=10.4324%2f9781003133636&partnerID=40&md5=446eaf339b73de4f690d2b3be63ee030","University of Birmingham, United Kingdom; University of Reading, United Kingdom","Kokkinis, A., University of Birmingham, United Kingdom; Miglionico, A., University of Reading, United Kingdom",,,,,,,,,,,,,,"Taylor and Francis",,9781000335439; 9780367679804,,,"English","Bank. Law: Private Transactions and Regulatory Frameworks",Book,"Final","",Scopus,2-s2.0-85109240314
"Atif M., Hassan M.K., Rabbani M.R., Khan S.","57222487334;57192805490;57216123332;57203386251;","Islamic FinTech: The digital transformation bringing sustainability to islamic finance",2021,"COVID-19 and Islamic Social Finance",,,,"91","103",,2,"10.4324/9781003121718-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102852733&doi=10.4324%2f9781003121718-9&partnerID=40&md5=40dfd8f1834333d6133e8cfbe655bea8","Department of Commerce and Business Studies, Jamia Millia Islamia (JMI), New Delhi, India; Department of Economics and Finance, University of New OrleansLA, United States; Department of Finance and Accounting, Kingdom University, Bahrain; Scientific Research Council, Bahrain; Department of Information Technology, University College of Bahrain, Bahrain","Atif, M., Department of Commerce and Business Studies, Jamia Millia Islamia (JMI), New Delhi, India; Hassan, M.K., Department of Economics and Finance, University of New OrleansLA, United States; Rabbani, M.R., Department of Finance and Accounting, Kingdom University, Bahrain; Khan, S., Scientific Research Council, Bahrain, Department of Information Technology, University College of Bahrain, Bahrain",,,,,,,,,,,,,,"Taylor and Francis",,9781000356212; 9780367639938,,,"English","COVID-19 and Islamic Social Finance",Book Chapter,"Final","",Scopus,2-s2.0-85102852733
"Fletcher G.-G.S.","57195406132;","Deterring Algorithmic Manipulation",2021,"Vanderbilt Law Review","74","2",,"259","325",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129307289&partnerID=40&md5=369951805108b2192f250b2458a82a6a","Duke University, School of Law, United States; Cornell Law School, United States","Fletcher, G.-G.S., Duke University, School of Law, United States, Cornell Law School, United States",,,,,,,,,,,,,"Fletcher, G.-G.S.; Duke University, United States","Vanderbilt Law Review",00422533,,,,"English","Vanderbilt Law Rev.",Article,"Final","",Scopus,2-s2.0-85129307289
"Nicholls R.","36459942600;","Regtech as an antitrust enforcement tool",2021,"Journal of Antitrust Enforcement","9","1",,"135","151",,,"10.1093/jaenfo/jnaa011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127323262&doi=10.1093%2fjaenfo%2fjnaa011&partnerID=40&md5=72d27cc2953178e01d311470a64cac63","School of Taxation and Business Law, UNSW Business School, UNSW Sydney, Australia","Nicholls, R., School of Taxation and Business Law, UNSW Business School, UNSW Sydney, Australia","antitrust; competition law; Fintech; Regtech; resale price maintenance; vertical price fixing",,"The author would like to thank two anonymous reviewers for their helpful comments and Deniz Kayis, Michael Gvozdenovic, Nayan Bhathela, and Trent Wilson for research assistance on this article. The UNSW School of Computer Science assisted in a review of the machine learning element of the work. The usual disclaimer applies. This work was supported by the UNSW Business School Cybersecurity and Data Governance Research Network.",,,,,,,,,,"Nicholls, R.; School of Taxation and Business Law, Australia; email: r.nicholls@unsw.edu.au","Oxford University Press",20500688,,,,"English","J. Antitrust Enforc.",Article,"Final","",Scopus,2-s2.0-85127323262
"Lu B., Hao S., Pinedo M., Xu Y.","57222551644;57223026827;7003882811;57193561381;","Frontiers in service science: Fintech operations-an overview of recent developments and future research directions",2021,"Service Science","13","1",,"19","35",,3,"10.1287/SERV.2021.0270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104525528&doi=10.1287%2fSERV.2021.0270&partnerID=40&md5=eaed17b242af79dd9b774e632f119c18","School ofManagement, Zhejiang University, Hangzhou, 310058, China; Gies College of Business, University of Illinois at Urbana-Champaign, Urbana, IL  61820, United States; Stern School of Business, New York University, New York, NY  10012, United States","Lu, B., School ofManagement, Zhejiang University, Hangzhou, 310058, China; Hao, S., Gies College of Business, University of Illinois at Urbana-Champaign, Urbana, IL  61820, United States; Pinedo, M., Stern School of Business, New York University, New York, NY  10012, United States; Xu, Y., Gies College of Business, University of Illinois at Urbana-Champaign, Urbana, IL  61820, United States","Fintech; Operational risk; Service design; Service operations",,,,,,,,,,,,,"INFORMS Inst.for Operations Res.and the Management Sciences",21643962,,,,"English","Serv. Sci.",Article,"Final","",Scopus,2-s2.0-85104525528
"Najib M., Ermawati W.J., Fahma F., Endri E., Suhartanto D.","55497791800;57212248693;36536701900;57221734842;57190278605;","Fintech in the small food business and its relation with open innovation",2021,"Journal of Open Innovation: Technology, Market, and Complexity","7","1","88","","",,9,"10.3390/joitmc7010088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103658638&doi=10.3390%2fjoitmc7010088&partnerID=40&md5=a657367eedf4cea249ae3d4753c44ef3","Department of Management, IPB University, Bogor, 16680, Indonesia; Department of Agroindustrial Technology, IPB University, Bogor, 16680, Indonesia; Department of Master Management Graduate Programs, Universitas Mercu Buana, Jakarta, 11650, Indonesia; Department of Business Administration, Politeknik Negeri Bandung, Bandung, 40012, Indonesia","Najib, M., Department of Management, IPB University, Bogor, 16680, Indonesia; Ermawati, W.J., Department of Management, IPB University, Bogor, 16680, Indonesia; Fahma, F., Department of Agroindustrial Technology, IPB University, Bogor, 16680, Indonesia; Endri, E., Department of Master Management Graduate Programs, Universitas Mercu Buana, Jakarta, 11650, Indonesia; Suhartanto, D., Department of Business Administration, Politeknik Negeri Bandung, Bandung, 40012, Indonesia","Adoption; Business sustainability; Financing; FinTech; Indonesia; Small food businesses",,,,,,,,,,,,"Najib, M.; Department of Management, Indonesia; email: najib@apps.ipb.ac.id","MDPI AG",21998531,,,,"English","J. Open Innov.: Technol. Mark. Complex.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85103658638
"Zarrouk H., Ghak T.E., Bakhouche A.","36142463700;57193262834;36117528700;","Exploring economic and technological determinants of fintech startups’ success and growth in the United Arab Emirates",2021,"Journal of Open Innovation: Technology, Market, and Complexity","7","1","50","1","24",,5,"10.3390/joitmc7010050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101157053&doi=10.3390%2fjoitmc7010050&partnerID=40&md5=02e6b87401574434df2aaf3417288228","Business Department, Higher College of Technology, P.O. Box-15825, Abu Dhabi, United Arab Emirates; Faculty of Economics Sciences and Management, University Tunis El Manar II, Tunis, 2092, Tunisia; Laboratory of International Economic Integration, Faculty of Economic Sciences and Management of Tunis, University of Tunis El Manar, Tunis, 2092, Tunisia","Zarrouk, H., Business Department, Higher College of Technology, P.O. Box-15825, Abu Dhabi, United Arab Emirates, Faculty of Economics Sciences and Management, University Tunis El Manar II, Tunis, 2092, Tunisia; Ghak, T.E., Laboratory of International Economic Integration, Faculty of Economic Sciences and Management of Tunis, University of Tunis El Manar, Tunis, 2092, Tunisia; Bakhouche, A., Business Department, Higher College of Technology, P.O. Box-15825, Abu Dhabi, United Arab Emirates","Access to finance; Business environment; Business model; FinTech; Startup; Success; VC",,"ADGM and DIFC accelerators for FinTech startups provide a range of early-stage support, both financial “VC” (early-stage funding) and non-financial; reinforced by the role of ADIO in financing through the Ghadan fund.",,,,,,,,,,"Zarrouk, H.; Business Department, P.O. Box-15825, United Arab Emirates; email: hzarrouk@hct.ac.ae
Zarrouk, H.; Faculty of Economics Sciences and Management, Tunisia; email: hzarrouk@hct.ac.ae","MDPI AG",21998531,,,,"English","J. Open Innov.: Technol. Mark. Complex.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85101157053
"Guo Y.-M., Huang Z.-L., Guo J., Guo X.-R., Li H., Liu M.-Y., Ezzeddine S., Nkeli M.J.","57209797306;57209798196;56034014500;57209806056;57192280147;57220047599;57220058434;57209806455;","A bibliometric analysis and visualization of blockchain",2021,"Future Generation Computer Systems","116",,,"316","332",,30,"10.1016/j.future.2020.10.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096638761&doi=10.1016%2fj.future.2020.10.023&partnerID=40&md5=525bcf7e1fcbbe13fb05ea6d51d19f95","School of Economics and Management, Shanghai Maritime University, 1550 Haigang Ave, Shanghai, 201306, China; School of Foreign Languages, Shanghai Maritime University, 1550 Haigang Ave, Shanghai, 201306, China","Guo, Y.-M., School of Economics and Management, Shanghai Maritime University, 1550 Haigang Ave, Shanghai, 201306, China; Huang, Z.-L., School of Economics and Management, Shanghai Maritime University, 1550 Haigang Ave, Shanghai, 201306, China; Guo, J., School of Economics and Management, Shanghai Maritime University, 1550 Haigang Ave, Shanghai, 201306, China; Guo, X.-R., School of Foreign Languages, Shanghai Maritime University, 1550 Haigang Ave, Shanghai, 201306, China; Li, H., School of Economics and Management, Shanghai Maritime University, 1550 Haigang Ave, Shanghai, 201306, China; Liu, M.-Y., School of Economics and Management, Shanghai Maritime University, 1550 Haigang Ave, Shanghai, 201306, China; Ezzeddine, S., School of Economics and Management, Shanghai Maritime University, 1550 Haigang Ave, Shanghai, 201306, China; Nkeli, M.J., School of Economics and Management, Shanghai Maritime University, 1550 Haigang Ave, Shanghai, 201306, China","Bibliometric analysis; Blockchain; CiteSpace; VOSviewer","Automation; Cluster analysis; Data acquisition; Bibliometric analysis; Data collection; Development trends; Distributed database; Emerging trends; Hot research topics; Primary sources; Research focus; Blockchain","This research was funded by the Ministry of Education Humanities and Social Science Planning Fund Project (No. 17YJCZH054 ), Key Project of National Social and Scientific Fund Program ( 18ZDA052 ), Project of National Social and Scientific Fund Program ( 17BGL142 ), Shanghai Philosophy and Social Science Planning Education Youth Project , 2019, grant number B19005 .",,,,,,,,,,"Guo, Y.-M.; School of Economics and Management, 1550 Haigang Ave, China; email: ymguo@shmtu.edu.cn","Elsevier B.V.",0167739X,,FGCSE,,"English","Future Gener Comput Syst",Article,"Final","",Scopus,2-s2.0-85096638761
"Renwick R., Gleasure R.","56330053000;55903329600;","Those who control the code control the rules: How different perspectives of privacy are being written into the code of blockchain systems",2021,"Journal of Information Technology","36","1",,"16","38",,4,"10.1177/0268396220944406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089983871&doi=10.1177%2f0268396220944406&partnerID=40&md5=da6d7260c199b7d4dcbbf4c8c361acc0","Trilateral Research Ltd, United Kingdom; Copenhagen Business School, Denmark","Renwick, R., Trilateral Research Ltd, United Kingdom; Gleasure, R., Copenhagen Business School, Denmark","Blockchain; boundary objects; cryptocurrency; Monero; privacy","Codes (symbols); Economic and social effects; Risk perception; Boundary objects; Decentralisation; Government regulators; Money laundering; OR-networks; Privacy attitudes; Social groups; Trade off; Blockchain",,,,,,,,,,,"Gleasure, R.; Copenhagen Business SchoolDenmark; email: robin.renwick@trilateralresearch.com","SAGE Publications Ltd",02683962,,,,"English","J. Inf. Technol.",Article,"Final","",Scopus,2-s2.0-85089983871
"Ivory R.","55878520000;","Due diligence debates in international anti- corruption and money laundering law: From content to the construction of risk",2021,"Due Diligence in the International Legal Order",,,,"288","301",,,"10.1093/oso/9780198869900.003.0017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113636369&doi=10.1093%2foso%2f9780198869900.003.0017&partnerID=40&md5=d3f38656dc97bda4b919217eb28604da","T.C. Beirne School of Law, The University of Queensland, Australia","Ivory, R., T.C. Beirne School of Law, The University of Queensland, Australia","Cascading duties; Customer due diligence; Due diligence; International anti-corruption and money laundering law; International economic crime; International economic law; Risk governance",,,,,,,,,,,,"Ivory, R.; T.C. Beirne School of Law, Australia","Oxford University Press",,9780198869900,,,"English","Due Diligence in the International Legal Order",Book Chapter,"Final","",Scopus,2-s2.0-85113636369
"Kliber A., Będowska-Sójka B., Rutkowska A., Świerczyńska K.","36782489400;56893754600;57191255126;57208496730;","Triggers and obstacles to the development of the fintech sector in Poland",2021,"Risks","9","2","30","1","27",,2,"10.3390/risks9020030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100348084&doi=10.3390%2frisks9020030&partnerID=40&md5=5fe7ff5be9c009ba9da4f519c7394f8a","Department of Applied Mathematics, Poznań University of Economic and Business, al. Niepodległości 10, Poznań, 61-875, Poland; Department of Econometrics, Poznań University of Economic and Business, al. Niepodległości 10, Poznań, 61-875, Poland; Department of Applied Mathematic, Poznań University of Economic and Business, al. Niepodległości 10, Poznań, 61-875, Poland; Department of Economic Journalism and Public Relations, Poznań University of Economic and Business, al. Niepodległości 10, Poznań, 61-875, Poland","Kliber, A., Department of Applied Mathematics, Poznań University of Economic and Business, al. Niepodległości 10, Poznań, 61-875, Poland; Będowska-Sójka, B., Department of Econometrics, Poznań University of Economic and Business, al. Niepodległości 10, Poznań, 61-875, Poland; Rutkowska, A., Department of Applied Mathematic, Poznań University of Economic and Business, al. Niepodległości 10, Poznań, 61-875, Poland; Świerczyńska, K., Department of Economic Journalism and Public Relations, Poznań University of Economic and Business, al. Niepodległości 10, Poznań, 61-875, Poland","Development; Economic environment; FinTech",,"Funding: This research was funded by the National Science Center through the project NCN MINIATURA 2019/03/X/HS4/01025 as well as Regional Initiative for Excellence programme of the Minister of Science and Higher Education of Poland, years 2019–2022, grant No. 004/RID/2018/19, financing 3,000,000 PLN.",,,,,,,,,,"Kliber, A.; Department of Applied Mathematics, al. Niepodległości 10, Poland; email: agata.kliber@ue.poznan.pl","MDPI AG",22279091,,,,"English","Risks",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85100348084
"Jiao Z., Shahid M.S., Mirza N., Tan Z.","57209368405;56379697800;41661881900;57219385005;","Should the fourth industrial revolution be widespread or confined geographically? A country-level analysis of fintech economies",2021,"Technological Forecasting and Social Change","163",,"120442","","",,6,"10.1016/j.techfore.2020.120442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097057188&doi=10.1016%2fj.techfore.2020.120442&partnerID=40&md5=04c02c80e421e9365522b7bc66c81729","College of Economic and Social Development, Nankai University, Tianjin, China; Suleman Dawood School of Business, Lahore University of Management Sciences, Lahore, Pakistan; Excelia Business School, La Rochelle, France; School of Public affairs, Chongqing University, China","Jiao, Z., College of Economic and Social Development, Nankai University, Tianjin, China; Shahid, M.S., Suleman Dawood School of Business, Lahore University of Management Sciences, Lahore, Pakistan; Mirza, N., Excelia Business School, La Rochelle, France; Tan, Z., School of Public affairs, Chongqing University, China","4ir; Agglomeration; Distribution; Fintech; Geographical concentration; Regulations","Economics; Ecosystems; Industry 4.0; Core area; Digital wallets; Geographical area; Industrial revolutions; Peer-to-peer lending; Physical interactions; True potentials; Fintech; agglomeration; financial services; industrial technology; investment; regulatory approach; technology adoption","Scientific Researching Fund Projects of the School of Public Affairs, Chongqing University in 2019 (2019GGXY01; 2019GGXY02); Colleges of Chongqing University Innovation Ability Enhancement Program (2019CDSKXYGG0042); the Fundamental Research Funds for the Central Universities of Chongqing University (2017CDJSK01XK18); the Asian Research Center of Nankai University (AS2016)",,,,,,,,,,"Tan, Z.; School of Public affairs, China; email: tzxcqu@126.com","Elsevier Inc.",00401625,,,,"English","Technol. Forecast. Soc. Change",Article,"Final","",Scopus,2-s2.0-85097057188
"Abbasi K., Alam A., Du M.A., Huynh T.L.D.","57211960578;57212871497;57220023857;57200037512;","FinTech, SME efficiency and national culture: Evidence from OECD countries",2021,"Technological Forecasting and Social Change","163",,"120454","","",,16,"10.1016/j.techfore.2020.120454","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096543256&doi=10.1016%2fj.techfore.2020.120454&partnerID=40&md5=da13b64a758b80612307826a84b29794","Department of Management Sciences & Technology, The Begum Nusrat Bhutto Women University, Sukkur, Sindh  65170, Pakistan; Salford Business School, University of Salford, Maxwell Building, Salford, M5 4WT, United Kingdom; Leicester Castle Business School, De Montfort University, The Gateway, Leicester, LE1 9BH, United Kingdom; Institute of Research and Development, Duy Tan University, Danang, 550000, Viet Nam; Faculty of Business Administration, Duy Tan University, Danang, 550000, Viet Nam; Chair of Behavioral Finance, WHU – Otto Beisheim School of Management, Vallendar, Germany","Abbasi, K., Department of Management Sciences & Technology, The Begum Nusrat Bhutto Women University, Sukkur, Sindh  65170, Pakistan, Salford Business School, University of Salford, Maxwell Building, Salford, M5 4WT, United Kingdom; Alam, A., Salford Business School, University of Salford, Maxwell Building, Salford, M5 4WT, United Kingdom; Du, M.A., Leicester Castle Business School, De Montfort University, The Gateway, Leicester, LE1 9BH, United Kingdom; Huynh, T.L.D., Institute of Research and Development, Duy Tan University, Danang, 550000, Viet Nam, Faculty of Business Administration, Duy Tan University, Danang, 550000, Viet Nam, Chair of Behavioral Finance, WHU – Otto Beisheim School of Management, Vallendar, Germany","Culture; FinTech; Firm efficiency; SMEs","Economics; Fintech; Method of moments; Cross-border; Firm efficiencies; Generalized method of moments; National cultures; OECD countries; Small and medium enterprise; Efficiency; capital flow; efficiency measurement; financial market; financial system; OECD; small and medium-sized enterprise",,,,,,,,,,,"Abbasi, K.; Department of Management Sciences & Technology, Pakistan; email: kaleemullah.abbasi@bnbwu.edu.pk","Elsevier Inc.",00401625,,,,"English","Technol. Forecast. Soc. Change",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85096543256
"Pizzi S., Corbo L., Caputo A.","57195278596;57192251222;55513877500;","Fintech and SMEs sustainable business models: Reflections and considerations for a circular economy",2021,"Journal of Cleaner Production","281",,"125217","","",,35,"10.1016/j.jclepro.2020.125217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097176943&doi=10.1016%2fj.jclepro.2020.125217&partnerID=40&md5=fb0bad7582515af88589d1c6e68ae06f","Dipartimento di Scienze dell'Economia, University of Salento, Via Per Monteroni, Lecce, 73100, Italy; Department of Management, University of Bologna, Via Capo di Lucca, 34, Bologna, 40126, Italy; Research Centre in Management and Economics (CEGE), Universidade Católica Portuguesa, Rua de Diogo Botelho, 1327, Porto, 4169-005, Portugal; Department of Management, Lincoln International Business School, University of Lincoln, Brayford Pool, Lincoln, LN6 7TS, United Kingdom; Department of Economics and Management, University of Trento, Via Inama, 5, Trento, 38122, Italy","Pizzi, S., Dipartimento di Scienze dell'Economia, University of Salento, Via Per Monteroni, Lecce, 73100, Italy; Corbo, L., Department of Management, University of Bologna, Via Capo di Lucca, 34, Bologna, 40126, Italy, Research Centre in Management and Economics (CEGE), Universidade Católica Portuguesa, Rua de Diogo Botelho, 1327, Porto, 4169-005, Portugal; Caputo, A., Department of Management, Lincoln International Business School, University of Lincoln, Brayford Pool, Lincoln, LN6 7TS, United Kingdom, Department of Economics and Management, University of Trento, Via Inama, 5, Trento, 38122, Italy","Business model canvas; Circular economy; Fintech; ReSOLVE; Sustainable business model","Fintech; Industry 4.0; Sustainable development; Case-studies; Circular economy; Conceptual frameworks; Organizational barriers; Qualitative analysis; Rapid growth; Sustainable business; Technology-based firms; Industrial economics",,,,,,,,,,,"Caputo, A.; Department of Management, Brayford Pool, United Kingdom; email: acaputo@lincoln.ac.uk","Elsevier Ltd",09596526,,JCROE,,"English","J. Clean. Prod.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85097176943
"Biot-Paquerot G., Assadi D., Ashta A.","26427930500;36490992500;34969130600;","Value creation of fintechs in the banking and financial services offer: Between deshumanisation and rehumanisation [La création de valeur des fintechs dans l’offre de services bancaires et financiers: Entre deshumanisation et réhumanisation]",2021,"Innovations","64","1",,"209","235",,1,"10.3917/inno.064.0209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099938628&doi=10.3917%2finno.064.0209&partnerID=40&md5=7c5bfb90b509c2a85823be1f404ad1f6","CEREN EA 7477, Burgundy School of Business, Universite Bourgogne Franche-Comte, France","Biot-Paquerot, G., CEREN EA 7477, Burgundy School of Business, Universite Bourgogne Franche-Comte, France; Assadi, D., CEREN EA 7477, Burgundy School of Business, Universite Bourgogne Franche-Comte, France; Ashta, A., CEREN EA 7477, Burgundy School of Business, Universite Bourgogne Franche-Comte, France","Fintech; Humanization; Innovation; Microcredit; Neobanking; Online Payments; Wealth Management",,,,,,,,,,,,,"Boeck Universite",12674982,,,,"French","Innovations",Review,"Final","",Scopus,2-s2.0-85099938628
"Bassan F.","56521576600;","Digital Platforms and Global Law",2021,"Digital Platforms and Global Law",,,,"1","150",,,"10.4337/9781800889439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130657603&doi=10.4337%2f9781800889439&partnerID=40&md5=7d847eb878ee7d498b1ce4212c56a6d5","Department of Business Economics, Roma Tre University, Italy","Bassan, F., Department of Business Economics, Roma Tre University, Italy",,,,,,,,,,,,,"Bassan, F.; Department of Business Economics, Italy","Edward Elgar Publishing Ltd.",,9781800889439; 9781800889422,,,"English","Digital Platforms and Global Law",Book,"Final","",Scopus,2-s2.0-85130657603
"Ganderson J.","57209226865;","Fighting for Fintech: Competition, regulation and accountability in a Europe of financial innovation",2021,"Regulating Finance in Europe:Policy Effects and Political Accountability",,,,"101","125",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130137891&partnerID=40&md5=9371e7f486511c9c3a9eb589506a37b3","European Institute, London School of Economics, Department of Social and Political Sciences, European University Institute, Italy","Ganderson, J., European Institute, London School of Economics, Department of Social and Political Sciences, European University Institute, Italy",,,,,,,,,,,,,"Ganderson, J.; European Institute, Italy","Edward Elgar Publishing Ltd.",,9781800379596; 9781800379589,,,"English","Regulating Finance in Europe:Policy Effects and Political Account.",Book Chapter,"Final","",Scopus,2-s2.0-85130137891
"Sheluchin A., Porter T.","57680142500;7202753741;","Business and financial regulation",2021,"Handbook of Business and Public Policy",,,,"361","377",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129867338&partnerID=40&md5=05e106f0dd3e4d26c57bb07306a1a15a","Department of Political Science, McMaster University, Canada","Sheluchin, A., Department of Political Science, McMaster University, Canada; Porter, T., Department of Political Science, McMaster University, Canada",,,,,,,,,,,,,,"Edward Elgar Publishing Ltd.",,9781788979122; 9781788979115,,,"English","Handb. of Bus. and Public Policy",Book Chapter,"Final","",Scopus,2-s2.0-85129867338
"Rousseau S., Mackaay E., Larouche P., Parent A.","57196834045;25221676700;56443990800;57664955700;","Business Law and Economics for Civil Law Systems",2021,"Business Law and Economics for Civil Law Systems",,,,"1","368",,,"10.4337/9781788118286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129389599&doi=10.4337%2f9781788118286&partnerID=40&md5=6a04b677abe5808efa84c52084c9b220","Business Law and Governance, Université de Montréal, Canada; Université de Montréal and Fellow, CIRANO, Montreal, Canada; Université de Montréal, Canada; Université de Montréal, Université de Sherbrooke, Canada","Rousseau, S., Business Law and Governance, Université de Montréal, Canada; Mackaay, E., Université de Montréal and Fellow, CIRANO, Montreal, Canada; Larouche, P., Université de Montréal, Canada; Parent, A., Université de Montréal, Université de Sherbrooke, Canada",,,,,,,,,,,,,,"Edward Elgar Publishing Ltd.",,9781788118286; 9781788118279,,,"English","Bus. Law and Economics for Civil Law Systems",Book,"Final","",Scopus,2-s2.0-85129389599
"Borgogno O., Manganelli A.","57196043365;57226195897;","Financial Technology and Regulation: The Competitive Impact of Open Banking*",2021,"Market and Competition Law Review","5","1",,"105","139",,,"10.34632/mclawreview.2021.10010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129082590&doi=10.34632%2fmclawreview.2021.10010&partnerID=40&md5=00c6b57af073b49925c6e7bc4d2ae990","University of Torino, Italy; University of Siena, Italy","Borgogno, O., University of Torino, Italy; Manganelli, A., University of Siena, Italy","BigTech; Fintech; open banking; PSD2; sandbox",,,,,,,,,,,,,"Universidade Catolica Editora",21840008,,,,"English","Mark. Compet. Law. Rev.",Article,"Final","",Scopus,2-s2.0-85129082590
"Azzutti A., Ringe W.-G., Stiehl H.S.","57226010274;35622501100;55664808300;","MACHINE LEARNING, MARKET MANIPULATION, AND COLLUSION ON CAPITAL MARKETS: WHY THE “BLACK BOX” MATTERS",2021,"University of Pennsylvania Journal of International Law","43","1",,"79","135",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128759743&partnerID=40&md5=9a65d93c8c732cb1e386549eb4710934","The Institute of Law and Economics, University of Hamburg, Germany; University of Oxford, United Kingdom; The Department of Informatics, University of Hamburg, Germany","Azzutti, A., The Institute of Law and Economics, University of Hamburg, Germany; Ringe, W.-G., The Institute of Law and Economics, University of Hamburg, Germany, University of Oxford, United Kingdom; Stiehl, H.S., The Department of Informatics, University of Hamburg, Germany","algorithmic trading; artificial intelligence; black box; collusion; market manipulation",,"** Professor of Law and Finance; Director of the Institute of Law & Economics, University of Hamburg; Visiting Professor, University of Oxford. *** Senior Professor at the Department of Informatics, University of Hamburg. We are grateful for comments on earlier drafts of this paper by Pedro Batista, Maria Grigoropoulou, Christopher Ruof, and Roee Sarel, as well as participants at the Singapore Management University School of Law’s workshop on AI and Fintech, the Chinese University of Hong Kong Faculty of Law’s Conference on FinTech, the University of Hamburg/National Taiwan University Conference on Law and Technology, the Italian Society of Law & Economics’ 15th Annual Conference, the European Banking Institute’s 2020 Global Annual Conference on financial regulation, the Wharton School of the University of Pennsylvania’s Conference on financial regulation, the European Centre of Excellence on the Regulation of Robotics & AI’s 2021 Conference on AI regulation, and the Asia-Pacific and Europe Law Institutes Alliance’s 2021 Conference on AI and international law. Funding from the Hamburg “Law, Finance, and Technology” project, sponsored by Joachim Herz Foundation, is gratefully acknowledged (https://LFT.ile-hamburg.de).",,,,,,,,,,,"University of Pennsylvania Law School",19380283,,,,"English","Univ. Pa. J. Int. Law",Article,"Final","",Scopus,2-s2.0-85128759743
"Mavlutova I., Volkova T., Spilbergs A., Natrins A., Arefjevs I., Verdenhofs A.","55551649900;55873146300;57218912696;57211217640;57221681880;57221683955;","The role of fintech firms in contemporary financial sector development",2021,"WSEAS Transactions on Business and Economics","18",,,"411","423",,,"10.37394/23207.2021.18.42","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127589732&doi=10.37394%2f23207.2021.18.42&partnerID=40&md5=d199b09010ab4e22a7d621ff36a0afa6","BA School of Business and Finance, 161 Kr.Valdemara street, Riga, Latvia; Faculty of Engineering Economics and Management, Riga Technical University, 6 Kalnciema street, Riga, Latvia","Mavlutova, I., BA School of Business and Finance, 161 Kr.Valdemara street, Riga, Latvia; Volkova, T., BA School of Business and Finance, 161 Kr.Valdemara street, Riga, Latvia; Spilbergs, A., BA School of Business and Finance, 161 Kr.Valdemara street, Riga, Latvia; Natrins, A., BA School of Business and Finance, 161 Kr.Valdemara street, Riga, Latvia; Arefjevs, I., BA School of Business and Finance, 161 Kr.Valdemara street, Riga, Latvia; Verdenhofs, A., Faculty of Engineering Economics and Management, Riga Technical University, 6 Kalnciema street, Riga, Latvia","Artificial intelligence; Digitalization; Financial sector; Fintech; Fintech firm; Information and communication technologies; Robotics",,"This paper was supported by the BA School of Business and Finance Internal Research Project “The Assessment of Competence Management in the Latvian Financial Sector”.",,,,,,,,,,,"World Scientific and Engineering Academy and Society",11099526,,,,"English","WSEAS Trans. Busi. Econ.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85127589732
