Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Jain P., Blandin A.J., O'Neill J., Perry M., Ibtasam S., Shahid S., Chugh B., Sullivan D., Candello H., Pomeroy J., Jain R., Dowd R., Roach M., Jones M.","57218767166;57222303417;8412486300;56250379300;57199994886;23398723200;57673073500;57673073600;35182771600;57674439200;57672520200;57672520300;7103036390;57202224057;","Platformisation of Digital Financial Services (DFS): The Journey of DFS in the Global North and Global South",2022,"Conference on Human Factors in Computing Systems - Proceedings",,,"157","","",,,"10.1145/3491101.3516507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129772721&doi=10.1145%2f3491101.3516507&partnerID=40&md5=91b9419722763609921a5f499287092b","Swansea University, Swansea, United Kingdom; Microsoft Africa Research, Nairobi, Kenya; Brunel University, London, United Kingdom; University of Washington, Washington, United States; Lahore University of Management Sciences, Lahore, Pakistan; Dvara Research, India; Starling Bank, Cardiff, United Kingdom; Ibm Research, Brazil; Hsbc, United Kingdom; Bharat Pe, New Delhi, India; Yimba, United Kingdom","Jain, P., Swansea University, Swansea, United Kingdom; Blandin, A.J., Swansea University, Swansea, United Kingdom; O'Neill, J., Microsoft Africa Research, Nairobi, Kenya; Perry, M., Brunel University, London, United Kingdom; Ibtasam, S., University of Washington, Washington, United States; Shahid, S., Lahore University of Management Sciences, Lahore, Pakistan; Chugh, B., Dvara Research, India; Sullivan, D., Starling Bank, Cardiff, United Kingdom; Candello, H., Ibm Research, Brazil; Pomeroy, J., Hsbc, United Kingdom; Jain, R., Bharat Pe, New Delhi, India; Dowd, R., Yimba, United Kingdom; Roach, M., Swansea University, Swansea, United Kingdom; Jones, M., Swansea University, Swansea, United Kingdom","Algorithmic Decisions; Digital Financial Services; Financial Inclusion; Fintech","Decision making; Finance; Algorithmic decision; Algorithmics; Data collection; Data driven decision; Digital financial service; Digitisation; Financial data; Financial inclusions; Financial service; Financial transactions; Digital storage","• Mark Perry (Academia) is an interdisciplinary user studies researcher. His work involves exploring how digital technol-ogy is practically used by people in support of interaction design, with research covering the areas of mobile and ubiq-uitous technology, digital and mobile money, and emerging financial services (FinTech). He has worked on a number of research projects around digital connectivity and peer-to-peer relationships in financial services, exploring user experience, stakeholder perspectives, community develop-ment, and systems design. Most recently, he has been ex-ploring the social impacts of payments [21, 26] and financial technologies in China. • Samia Ibatasam (Academia) is a Ph.D. student in the Paul G. Allen School of Computer Science & Engineering at the University of Washington, Seattle. Her research explores the intersection of gender in women’s financial and technolog-ical inclusion [16, 17]. As part of the DFS research group funded by BMGF, her work in Pakistan has explored the learnability of existing mobile wallets, women’s financial knowledge and decision-making, and SMS based financial frauds. Before UW, she was a faculty member at the Infor-mation Technology University in Lahore, Pakistan and was also the founding Co-Director of Innovations for Poverty Alleviation Lab (IPAL). She worked to design solutions for Maternal, Neonatal and Child Health (MNCH). • Suleman Shahid (Academia) is an Assistant Professor in Computer Science at the Lahore University of Management Sciences (LUMS), Lahore, Pakistan where he directs the Computer Human Interaction and Social Experience Lab (CHISEL). His research focuses at the intersection of de-sign, technology and wellbeing with applications to assistive technologies to enhance the quality of life of persons with disabilities and persons with mental health conditions, child-computer interaction, and human computer interaction for development (HCI4D). • David Sullivan (Industry) is a Lead Data Scientist at Star-ling Bank. He earned his PhD from the University of Sussex in Astronomy and Astrophysics, where he first made use of machine learning to improve galaxy formation models, and has continued to explore applications of machine learn-ing ever since. His work at Starling has helped them create new schemes that raise financial inclusivity, such as their Connected Cards and in-app cheque deposits, or promote al-gorithmic fairness and exploration of how to further improve fairness in their data-driven systems and decision-making. • Jacki O’Neil (Industry) is Microsoft Africa Research In-stitute (MARI) Director. She is passionate about designing technologies which enhance, rather than remove, agency and create sustainable futures. She brings this passion to the MARI where she is building a multidisciplinary team, combining research, engineering and design to solve local problems globally. An ethnographer by trade, in her research career so far she has focused on technologies for work — with the aim of making work better; and technologies for societal","We would like to thank Mr. Tashi Gyaltsen who helped us in putting this panel. Pranjal Jain and Alex Blandin are funded by the EPSRC Centre For Doctoral Training In Enhancing Human Interactions And Collaborations With Data And Intelligence Driven Systems (EP/S021892/1).",,,,,,,,,,"Association for Computing Machinery",,9781450391566,,,"English","Conf Hum Fact Comput Syst Proc",Conference Paper,"Final","",Scopus,2-s2.0-85129772721
"Pocher N., Zichichi M.","57216152287;57211272761;","Towards CBDC-based machine-to-machine payments in consumer IoT",2022,"Proceedings of the ACM Symposium on Applied Computing",,,,"308","315",,,"10.1145/3477314.3507078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130382510&doi=10.1145%2f3477314.3507078&partnerID=40&md5=909ef3a5839076ffb7383238ea3b83c2","Universitat Autònoma de Barcelona, Law, Science and Technology RIoE Ejd, Spain; Universidad Politécnica de Madrid, Law, Science and Technology RIoE Ejd, Spain","Pocher, N., Universitat Autònoma de Barcelona, Law, Science and Technology RIoE Ejd, Spain; Zichichi, M., Universidad Politécnica de Madrid, Law, Science and Technology RIoE Ejd, Spain","central bank digital currency; distributed ledger technologies; internet of things; machine-to-machine","Distributed ledger; Electronic money; Machine-to-machine communication; Sales; Central bank; Central bank digital currency; Consumer services; Design Methodology; Distributed ledg technology; Fiat money; Industrial sector; Machine to machines; Machine-to-machine (M2M); Technological advancement; Internet of things","∗This work has received funding from the EU H2020 research and innovation programme under the MSCA ITN European Joint Doctorate grant agreement No 814177 Law Science and Technology Joint Doctorate - Rights of the Internet of Everything.",,,,,,,,,,,"Association for Computing Machinery",,9781450387132,,,"English","Proc ACM Symp Appl Computing",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85130382510
"Chan R., Troshani I., Rao Hill S., Hoffmann A.","57557660300;16242596300;57221975163;25225739800;","Towards an understanding of consumers’ FinTech adoption: the case of Open Banking",2022,"International Journal of Bank Marketing","40","4",,"886","917",,1,"10.1108/IJBM-08-2021-0397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127411620&doi=10.1108%2fIJBM-08-2021-0397&partnerID=40&md5=b45309e3daf5103f0e952474effd4cd5","Adelaide Business School, The University of Adelaide, Adelaide, Australia","Chan, R., Adelaide Business School, The University of Adelaide, Adelaide, Australia; Troshani, I., Adelaide Business School, The University of Adelaide, Adelaide, Australia; Rao Hill, S., Adelaide Business School, The University of Adelaide, Adelaide, Australia; Hoffmann, A., Adelaide Business School, The University of Adelaide, Adelaide, Australia","Financial literacy; FinTech; Innovation adoption; Open banking; Perceived risk; Trust",,,,,,,,,,,,"Hoffmann, A.; Adelaide Business School, Australia; email: arvid.hoffmann@adelaide.edu.au","Emerald Group Holdings Ltd.",02652323,,,,"English","Int. J. Bank Mark.",Article,"Final","",Scopus,2-s2.0-85127411620
"Lin D., Chen J., Wu J., Zheng Z.","57218105399;57287948800;55760584700;57217573364;","Evolution of Ethereum Transaction Relationships: Toward Understanding Global Driving Factors From Microscopic Patterns",2022,"IEEE Transactions on Computational Social Systems","9","2",,"559","570",,3,"10.1109/TCSS.2021.3093384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128151830&doi=10.1109%2fTCSS.2021.3093384&partnerID=40&md5=644238c9ab9e7689f92c535ca4cbab9f","School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, 510006, China; National Engineering Research Center of Digital Life, Sun Yat-sen University, Guangzhou, 510006, China","Lin, D., School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, 510006, China, National Engineering Research Center of Digital Life, Sun Yat-sen University, Guangzhou, 510006, China; Chen, J., School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, 510006, China, National Engineering Research Center of Digital Life, Sun Yat-sen University, Guangzhou, 510006, China; Wu, J., School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, 510006, China, National Engineering Research Center of Digital Life, Sun Yat-sen University, Guangzhou, 510006, China; Zheng, Z., School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, 510006, China, National Engineering Research Center of Digital Life, Sun Yat-sen University, Guangzhou, 510006, China","Complex network; cryptocurrency; Ethereum; network evolution; transaction relationships","Ethereum; Forecasting; 'current; Cryptocurrency; Driving factors; Evolution mechanism; Link prediction; Measurements of; Microscopic patterns; Networks evolutions; Transaction records; Transaction relationship; Complex networks","This work was supported in part by the National Key Research and Development Program of China under Grant 2020YFB1006005, in part by the National Natural Science Foundation of China under Grant 61973325 and Grant 62032025, and in part by the Natural Science Foundations of Guangdong Province under Grant 2021A1515011661.",,,,,,,,,,"Wu, J.; School of Computer Science and Engineering, China; email: wujiajing@mail.sysu.edu.cn","Institute of Electrical and Electronics Engineers Inc.",2329924X,,,,"English","IEEE Trans. Computat. Soc. Syst.",Article,"Final","",Scopus,2-s2.0-85128151830
"Ding X., Li W., Huang D., Qin X.","57563528500;57563528600;57193739348;36987043500;","Does Innovation Climate Help to Effectiveness of Green Finance Product R&D Team? The Mediating Role of Knowledge Sharing and Moderating Effect of Knowledge Heterogeneity",2022,"Sustainability (Switzerland)","14","7","3926","","",,,"10.3390/su14073926","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127691342&doi=10.3390%2fsu14073926&partnerID=40&md5=b059c061dd1b591ab39d774307e50c67","School of Financial Technology, Shanghai Lixin University of Accounting and Finance, Shanghai, 201209, China; School of Economics and Management, Tongji University, Shanghai, 200092, China; College of Business Administration, Anhui University of Finance and Economics, Bengbu, 233030, China; School of Management Science and Engineering, Chongqing Technology and Business University, Chongqing, 400067, China","Ding, X., School of Financial Technology, Shanghai Lixin University of Accounting and Finance, Shanghai, 201209, China; Li, W., School of Economics and Management, Tongji University, Shanghai, 200092, China; Huang, D., College of Business Administration, Anhui University of Finance and Economics, Bengbu, 233030, China; Qin, X., School of Management Science and Engineering, Chongqing Technology and Business University, Chongqing, 400067, China","green finance product; innovation climate; knowledge heterogeneity; knowledge sharing; R&D team; team effectiveness","climate change; finance; heterogeneity; innovation; knowledge; policy making; research and development","Funding: This research was funded by Shanghai Fintech Research Center Funding grant number 2021-JK07-A, National Natural Science Foundation of China grant number 72002001, Anhui Natural Science Foundation grant number 2008085QG339, Universities Natural Science Research Project of Anhui Province grant number KJ2020A0009, China Postdoctoral Science Foundation grant number 2019M663483, the Scientific and Technological Research Program of Chongqing Municipal Education Commission grant number KJQN202100816, the Planning project for the 14th five year plan of Chongqing education sciences grant number 2021-GX-025.",,,,,,,,,,"Li, W.; School of Economics and Management, China; email: wli1990@hotmail.com","MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85127691342
"Chhetri T.R., Kurteva A., Delong R.J., Hilscher R., Korte K., Fensel A.","57215833167;57222867642;36711561000;57202371807;57321856100;57558101700;","Data Protection by Design Tool for Automated GDPR Compliance Verification Based on Semantically Modeled Informed Consent",2022,"Sensors","22","7","2763","","",,,"10.3390/s22072763","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127382516&doi=10.3390%2fs22072763&partnerID=40&md5=c5ecd76f9c18f400318cfa6b14fab5a7","Semantic Technology Institute (STI), Department of Computer Science, University of Innsbruck, Innsbruck, 6020, Austria; The Open Group, Reading, Berkshire, RG1 1AX, United Kingdom; Center for Data Science, RTI International, Research Triangle ParkNC  27709, United States; Institut für Rechtsinformatik (IRI), Leibniz Universität Hannover, Hannover, 30167, Germany; Wageningen Data Competence Center, Wageningen University & Research, Wageningen, 6708 PB, Netherlands; Consumption and Healthy Lifestyles Chair Group, Wageningen University & Research, Wageningen, 6706 KN, Netherlands","Chhetri, T.R., Semantic Technology Institute (STI), Department of Computer Science, University of Innsbruck, Innsbruck, 6020, Austria; Kurteva, A., Semantic Technology Institute (STI), Department of Computer Science, University of Innsbruck, Innsbruck, 6020, Austria; Delong, R.J., The Open Group, Reading, Berkshire, RG1 1AX, United Kingdom; Hilscher, R., Semantic Technology Institute (STI), Department of Computer Science, University of Innsbruck, Innsbruck, 6020, Austria, Center for Data Science, RTI International, Research Triangle ParkNC  27709, United States; Korte, K., Institut für Rechtsinformatik (IRI), Leibniz Universität Hannover, Hannover, 30167, Germany; Fensel, A., Semantic Technology Institute (STI), Department of Computer Science, University of Innsbruck, Innsbruck, 6020, Austria, Wageningen Data Competence Center, Wageningen University & Research, Wageningen, 6708 PB, Netherlands, Consumption and Healthy Lifestyles Chair Group, Wageningen University & Research, Wageningen, 6706 KN, Netherlands","compliance verification; data protection by design; data sharing; distributed systems; GDPR; informed consent; knowledge graph; privacy; standard data protection model","Automation; Compliance control; Distributed computer systems; Interoperability; Verification; Compliance verification; Data protection by designs; Data Sharing; Design tool; GDPR; Informed consent; Knowledge graphs; Privacy; Protection models; Standard data protection model; Data privacy; computer security; informed consent; software; Computer Security; Informed Consent; Software","Funding: This work was supported by the European Union’s Horizon 2020 project smashHit [grant number 871477].",,,,,,,,,,"Chhetri, T.R.; Semantic Technology Institute (STI), Austria; email: tekraj.chhetri@sti2.at","MDPI",14248220,,,"35408377","English","Sensors",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85127382516
"Fu J., Mishra M.","57196083916;57225184830;","Fintech in the time of COVID−19: Technological adoption during crises",2022,"Journal of Financial Intermediation","50",,"100945","","",,,"10.1016/j.jfi.2021.100945","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122335805&doi=10.1016%2fj.jfi.2021.100945&partnerID=40&md5=db66c806953664a4458aaa2e1099e389","Department of Banking & Finance, University of Zurich and the Centre for Sustainability & Private Wealth, Switzerland; Department of Banking & Finance, University of Zurich and the Swiss Finance Institute, Switzerland","Fu, J., Department of Banking & Finance, University of Zurich and the Centre for Sustainability & Private Wealth, Switzerland; Mishra, M., Department of Banking & Finance, University of Zurich and the Swiss Finance Institute, Switzerland","COVID−19; Digital finance; Financial inclusion; Fintech; Market structure; Technological adoption",,"We extend our sincere thanks to Oscar Beccara, Murillo Campello, Annette Krauss, Steven Ongena, Alberto Rossi, an anonymous referee, and participants of the ETH Zurich / University of Zurich's Research Seminar on Contract Theory, Banking, and Money, the 4th Shanghai Edinburgh Fintech Conference, and the Economics of Informality Conference 2020 for helpful comments and suggestions. Mishra gratefully acknowledges financial support from the European Research Council under the European Union's Horizon 2020 research and innovation program. ERC ADG 2016 (No. 740272 ).","We extend our sincere thanks to Oscar Beccara, Murillo Campello, Annette Krauss, Steven Ongena, Alberto Rossi, an anonymous referee, and participants of the ETH Zurich / University of Zurich's Research Seminar on Contract Theory, Banking, and Money, the 4th Shanghai Edinburgh Fintech Conference, and the Economics of Informality Conference 2020 for helpful comments and suggestions. Mishra gratefully acknowledges financial support from the European Research Council under the European Union's Horizon 2020 research and innovation program. ERC ADG 2016 (No. 740272).",,,,,,,,,"Fu, J.; University of Zurich, PLD−G 03, Plattenstrasse 32, Switzerland; email: Jonathan.Fu@bf.uzh.ch","Academic Press Inc.",10429573,,,,"English","J. Financ. Intermediation",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85122335805
"Zhao J., Li X., Yu C.-H., Chen S., Lee C.-C.","57222584940;57241410000;57195554212;56528572100;24478638400;","Riding the FinTech innovation wave: FinTech, patents and bank performance",2022,"Journal of International Money and Finance","122",,"102552","","",,6,"10.1016/j.jimonfin.2021.102552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119481987&doi=10.1016%2fj.jimonfin.2021.102552&partnerID=40&md5=31f6e595b6789b239750d458cf30ac6b","School of Economics, Southwestern University of Finance and Economics, Chengdu, China; Institute of Development Studies, Southwestern University of Finance and Economics, Chengdu, China; School of Law, Southwestern University of Finance and Economics, Chengdu, China","Zhao, J., School of Economics, Southwestern University of Finance and Economics, Chengdu, China; Li, X., School of Economics, Southwestern University of Finance and Economics, Chengdu, China; Yu, C.-H., Institute of Development Studies, Southwestern University of Finance and Economics, Chengdu, China; Chen, S., School of Law, Southwestern University of Finance and Economics, Chengdu, China; Lee, C.-C., Institute of Development Studies, Southwestern University of Finance and Economics, Chengdu, China","Bank performance; CAMEL; FinTech; Patents",,"We would like to thank the editor and anonymous referees for their highly constructive suggestions. Jinsong Zhao is grateful for the support from the 111 Project ‘Innovation and Talents Base of Financial Security and Development’ [grant number B18] and the National Natural Science Foundation of China ‘Research of Capital Market Trading System and Stability’ [grant number 71620107005].Chi-Chuan Lee is grateful for the support from the Fundamental Research Funds for the Central Universities of China (JBK2102019).",,,,,,,,,,"Lee, C.-C.Room 1105, Gezhi Building, No. 555 Liutai Ave, Wenjiang District, China; email: leechichuan@swufe.edu.cn","Elsevier Ltd",02615606,,,,"English","J. Int. Money Financ.",Article,"Final","",Scopus,2-s2.0-85119481987
"Alaassar A., Mention A.-L., Aas T.H.","57201703237;56289905900;36674602800;","Ecosystem dynamics: exploring the interplay within fintech entrepreneurial ecosystems",2022,"Small Business Economics","58","4",,"2157","2182",,3,"10.1007/s11187-021-00505-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105756702&doi=10.1007%2fs11187-021-00505-5&partnerID=40&md5=6fc98dacb15ce7656adb9b5eae318976","College of Business, RMIT University, Melbourne, Australia; University of Agder, Kristiansand, Norway; RMIT Europe, Barcelona, Spain; Tampere University, Visiting Scholar, Tampere, Finland; Blockchain and Fintech Research Fellow, Singapore University of Social Sciences, Singapore, Singapore; INESC TEC, Porto, Portugal","Alaassar, A., College of Business, RMIT University, Melbourne, Australia, University of Agder, Kristiansand, Norway, RMIT Europe, Barcelona, Spain; Mention, A.-L., College of Business, RMIT University, Melbourne, Australia, Tampere University, Visiting Scholar, Tampere, Finland, Blockchain and Fintech Research Fellow, Singapore University of Social Sciences, Singapore, Singapore, INESC TEC, Porto, Portugal; Aas, T.H., University of Agder, Kristiansand, Norway","Ecosystem dynamics; Entrepreneurial ecosystems; Fintech; Network approach",,"We sincerely appreciate the insightful feedback the two anonymous reviewers provided. This research has received funding from the Horizon 2020 Programme of the European Union within the OpenInnoTrain project under grant agreement no. 823971. The content of this publication does not reflect the official opinion of the European Union. Responsibility for the information and views expressed in the publication lies entirely with the author(s).",,,,,,,,,,"Alaassar, A.; College of Business, Australia; email: ahmad.s.m.alaassar@rmit.edu.au","Springer",0921898X,,,,"English","Small Bus. Econ.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85105756702
"Kou G., Chao X., Peng Y., Wang F.","57068290300;57169904800;36022039700;57562531600;","NETWORK RESILIENCE IN THE FINANCIAL SECTORS: ADVANCES, KEY ELEMENTS, APPLICATIONS, AND CHALLENGES FOR FINANCIAL STABILITY REGULATION",2022,"Technological and Economic Development of Economy","28","2",,"531","558",,,"10.3846/tede.2022.16500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127536903&doi=10.3846%2ftede.2022.16500&partnerID=40&md5=1a2b4f262420004198b2952a8fe36dac","School of Business Administration, Southwestern University of Finance and Economics, Chengdu, China; Business School, Sichuan University, Chengdu, China; School of Economics and Management, University of Electronic Science and Technology of China, Chengdu, China; School of Business, Sun Yat-Sen University, Guangzhou, China","Kou, G., School of Business Administration, Southwestern University of Finance and Economics, Chengdu, China; Chao, X., Business School, Sichuan University, Chengdu, China; Peng, Y., School of Economics and Management, University of Electronic Science and Technology of China, Chengdu, China; Wang, F., School of Business, Sun Yat-Sen University, Guangzhou, China","financial network; financial stability regulation; network resilience; systemic risk",,"This research was supported in part by grants from the National Natural Science Foundation of China (#U1811462, #71874023, #71725001, #71910107002, #71771037, #71971042), State key R&D Program of China (#2020YFC0832702) and the major project of the National Social Science Foundation of China (19ZDA092).",,,,,,,,,,"Chao, X.; Business School, China; email: chaoxr@scu.edu.cn","Vilnius Gediminas Technical University",20294913,,,,"English","Technol. Econ. Develop. Econ.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85127536903
"Jamil A.H., Mohd Sanusi Z., Yaacob N.M., Mat Isa Y., Tarjo T.","57226423736;57235636100;57211329970;42861387700;57226417122;","The Covid-19 impact on financial crime and regulatory compliance in Malaysia",2022,"Journal of Financial Crime","29","2",,"491","505",,2,"10.1108/JFC-05-2021-0107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111484590&doi=10.1108%2fJFC-05-2021-0107&partnerID=40&md5=a01d4e5fb339760e7f8281ac6b503e83","Accounting Research Institute, Universiti Teknologi MARA, Shah Alam, Malaysia; Faculty of Accountancy, Universiti Teknologi MARA Cawangan Terengganu Kampus, Dungun, Malaysia; Faculty of Accountancy, Universiti Teknologi MARA Cawangan Selangor Kampus Puncak Alam, Malaysia; Department of Accounting, Universitas Trunojoyo Madura, Bangkalan, Indonesia","Jamil, A.H., Accounting Research Institute, Universiti Teknologi MARA, Shah Alam, Malaysia; Mohd Sanusi, Z., Accounting Research Institute, Universiti Teknologi MARA, Shah Alam, Malaysia; Yaacob, N.M., Faculty of Accountancy, Universiti Teknologi MARA Cawangan Terengganu Kampus, Dungun, Malaysia; Mat Isa, Y., Faculty of Accountancy, Universiti Teknologi MARA Cawangan Selangor Kampus Puncak Alam, Malaysia; Tarjo, T., Department of Accounting, Universitas Trunojoyo Madura, Bangkalan, Indonesia","Covid-19; Financial crime; Fraud; Money laundering; Regulatory compliance",,"also emphasised in the Covid-19 report related to money laundering and terrorism financing, the policymakers also foreseeing corruption issues. Many countries require immediate financial support to respond to Covid-19. However, international financial institutions warn that emergency financial aid granted to countries could be misused by corrupted officials, especially in countries where the rule of law is weak and transparency and accountability procedures are lacking. Government contracts to acquire huge volumes of Covid-19-related medical products, according to FATF-Style Regional Bodies (FSRB) members, contribute to the potential for corruption and theft of public funds. If there is less financial monitoring on government procurement and expenditure, this conduct may become more common. According to the report, individuals could also use corruption or unofficial methods to gain lucrative government contracts outside of conventional procurement procedures. Misuse domestic and foreign financial aid and emergency assistance by avoiding regular procurement procedures, leading to greater corruption and ML risks.",,,,,,,,,,"Yaacob, N.M.; Faculty of Accountancy, Malaysia; email: najihahm@tganu.uitm.edu.my","Emerald Group Holdings Ltd.",13590790,,,,"English","J. Financ. Crime",Article,"Final","",Scopus,2-s2.0-85111484590
"Xu Z., Zou C.","57740392600;57740390200;","Fintech: Frontier and beyond",2022,"Fintech: Frontier and Beyond",,,,"1","302",,,"10.4324/9781003266921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131908246&doi=10.4324%2f9781003266921&partnerID=40&md5=f3ed5e941e1844b752153be667444de9","Financial Market Institutional Investors (NAFMII), China","Xu, Z., Financial Market Institutional Investors (NAFMII), China; Zou, C.",,,,,,,,,,,,,"Xu, Z.; Financial Market Institutional Investors (NAFMII)China","Taylor and Francis",,9781000545159; 9781032211374,,,"English","Fintech: Front. and Beyond",Book,"Final","",Scopus,2-s2.0-85131908246
"Shen D., He W.","57564884200;57212611585;","Research on the Impact of Deleveraging Policy on Enterprise Green Innovation: An Empirical Study in China",2022,"Frontiers in Environmental Science","10",,"864335","","",,,"10.3389/fenvs.2022.864335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127669283&doi=10.3389%2ffenvs.2022.864335&partnerID=40&md5=abf8651df72da417d87bd95d494101e9","Nanjing University of Information Science and Technology, Nanjing, China; Development Institute of Jiangbei New Area, Nanjing University of Information Science Technology, Nanjing, China","Shen, D., Nanjing University of Information Science and Technology, Nanjing, China; He, W., Nanjing University of Information Science and Technology, Nanjing, China, Development Institute of Jiangbei New Area, Nanjing University of Information Science Technology, Nanjing, China","deleveraging policy; difference-in-differences model; green innovation; heterogeneity; mechanism analysis",,"This work was supported by the National Natural Science Foundation of China (Grant No. 72003079), the Humanities and Social Sciences Research of the Ministry of Education of China (Grant No. 18YJC790041), and the Natural Science Foundation of Jiangsu Province (Grant No. BK20190775).",,,,,,,,,,"He, W.; Nanjing University of Information Science and TechnologyChina; email: hewenjian@126.com","Frontiers Media S.A.",2296665X,,,,"English","Front. Environ. Sci.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85127669283
"Minatogawa V., Franco M., Rampasso I.S., Holgado M., Garrido D., Pinto H., Quadros R.","57194039106;57216220748;57197750458;56067176200;57488053800;57193934642;24476818100;","Towards Systematic Sustainable Business Model Innovation: What Can We Learn from Business Model Innovation",2022,"Sustainability (Switzerland)","14","5","2939","","",,,"10.3390/su14052939","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126380044&doi=10.3390%2fsu14052939&partnerID=40&md5=37110f175fe7c8028961acbb112599dd","Escuela de Ingeniería de Construcción y Transporte, Pontificia Universidad Católica de Valparaíso, Valparaíso, 2340000, Chile; Geosciences Institute, Department of Science and Technology Policy, University of Campinas, SP, Campinas, 13083-855, Brazil; Departamento de Ingeniería Industrial, Universidad Católica del Norte, Antofagasta, 1270709, Chile; Department of Management, University of Sussex, Brighton, BN1 9RH, United Kingdom; School of Industrial Engineering, Pontificia Universidad Católica de Valparaíso, Valparaíso, 2362807, Chile","Minatogawa, V., Escuela de Ingeniería de Construcción y Transporte, Pontificia Universidad Católica de Valparaíso, Valparaíso, 2340000, Chile; Franco, M., Geosciences Institute, Department of Science and Technology Policy, University of Campinas, SP, Campinas, 13083-855, Brazil; Rampasso, I.S., Departamento de Ingeniería Industrial, Universidad Católica del Norte, Antofagasta, 1270709, Chile; Holgado, M., Department of Management, University of Sussex, Brighton, BN1 9RH, United Kingdom; Garrido, D., School of Industrial Engineering, Pontificia Universidad Católica de Valparaíso, Valparaíso, 2362807, Chile; Pinto, H., Escuela de Ingeniería de Construcción y Transporte, Pontificia Universidad Católica de Valparaíso, Valparaíso, 2340000, Chile; Quadros, R., Geosciences Institute, Department of Science and Technology Policy, University of Campinas, SP, Campinas, 13083-855, Brazil","Bibliometric analysis; Business model innovation; Business model innovation for sustainability; Dynamic capabilities; Experimentation; Organizational design; Supply networks; Sustainable business model innovation; Systematic literature review","business; innovation; literature review; organizational framework","This work was supported by the Proyecto VRIEA-PUCV 039.350/2021 to Vinicius Minatogawa. Authors also acknowledge funding provided by DI Interdisciplinaria Pontificia Universidad Católica de Valparaíso (PUCV). Valparaíso (PUCV), 039.414/2021.",,,,,,,,,,"Minatogawa, V.; Escuela de Ingeniería de Construcción y Transporte, Chile; email: vinicius.minatogawa@pucv.cl","MDPI",20711050,,,,"English","Sustainability",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85126380044
